faq_id,pair_id,user_tier,language,topic,source,keywords,question,answer,answer_context
FAQ-053,PAIR-027,SME Owner,Swahili,insurance,BOT,"insurance, bima, fire, flood, theft, capital, protect","Je, bima ni muhimu kwa biashara ndogo?","Ndiyo, inakulinda dhidi ya majanga kama moto, wizi, au mafuriko ambayo yanaweza kufuta mtaji wako.","Bima ya biashara ni muhimu hata kwa biashara ndogo. Moto mmoja, wizi, au mafuriko yanaweza kuharibu miaka ya kazi ngumu usiku mmoja. Tanzania, unaweza kununua sera ya msingi ya kifurushi cha biashara inayoshughulikia hisa, vifaa, na majengo kutoka kwa wasiwama waliosajiliwa. Ada za bima kwa biashara ndogo mara nyingi zinaweza kumudu unapozilinganisha na upotezaji unaowezekana."
FAQ-054,PAIR-027,SME Owner,English,insurance,BOT,"insurance, bima, fire, flood, theft, capital, protect",Is insurance important for a small business?,"Yes, it protects you against disasters like fire, theft, or floods that could wipe out your capital.","Business insurance is essential even for small businesses. A single fire, theft, or flood can destroy years of hard work overnight. In Tanzania, you can purchase a basic business package policy covering stock, equipment, and premises from registered insurers. Premiums for small businesses are often affordable when you compare them to the potential loss. Contact Tanzania Insurance Regulatory Authority (TIRA) for a list of licensed insurers."
FAQ-055,PAIR-028,SME Owner,Swahili,business_growth,BOT,"capital, reinvest, profit, grow, savings, mtaji, faida",Ninawezaje kukuza mtaji wangu?,Wekeza tena sehemu ya faida unayopata kwenye biashara badala ya kuitumia yote kwa matumizi binafsi.,"Kukua kwa mtaji wako kunahitaji uwekezaji wa mara kwa mara na nidhamu ya kifedha. Weka sheria ya kurudisha angalau 30% ya faida ya kila mwezi kwenye biashara â€” iwe ni kununua hisa zaidi, kuboresha vifaa, au kuajiri msaada wa ziada. Epuka mfumuko wa maisha ambapo matumizi ya kibinafsi yanaongezeka na mapato. Weka bajeti tofauti ya kibinafsi na uzingatie. Kwa miezi 12â€“24 ya uwekezaji wa nidhamu, mtaji wako wa biashara utakua kwa kiasi kinachoonekana."
FAQ-056,PAIR-028,SME Owner,English,business_growth,BOT,"capital, reinvest, profit, grow, savings, mtaji, faida",How can I grow my capital?,Reinvest a portion of your profits back into the business instead of spending it all on personal needs.,"Growing your capital requires consistent reinvestment and financial discipline. Set a rule to reinvest at least 30% of monthly profits into the business â€” whether buying more inventory, upgrading equipment, or hiring additional help. Avoid lifestyle inflation where personal spending rises with income. Keep a separate personal budget and stick to it. Over 12â€“24 months of disciplined reinvestment, your business capital will grow measurably."
FAQ-057,PAIR-029,SME Owner,Swahili,hr_management,BOT,"complaint, customer, resolve, reputation, sifa, malalamiko",Nifanye nini mteja akileta malalamiko?,"Msikilize kwa makini, mwombe radhi, na utatue tatizo lake haraka ili kulinda sifa ya biashara.","Mteja anapolalamika, kazi yako ya kwanza ni kusikiliza bila kukatiza na kutambua huzuni yake. Omba msamaha kwa dhati â€” hata kama kosa si lako kabisa â€” kwa sababu mtazamo wa mteja una umuhimu zaidi kuliko ukweli wa kiufundi. Toa suluhisho la wazi: mbadala, rejesho la pesa, au punguzo kwa ununuzi unaofuata. Tatua siku hiyo hiyo ikiwezekana. Malalamiko yaliyoshughulikiwa vizuri mara nyingi huunda mteja mwaminifu zaidi kuliko yule ambaye hakuwahi kuwa na tatizo."
FAQ-058,PAIR-029,SME Owner,English,hr_management,BOT,"complaint, customer, resolve, reputation, sifa, malalamiko",What should I do if a customer complains?,"Listen carefully, apologize, and resolve the issue quickly to protect your business reputation.","When a customer complains, your first job is to listen without interrupting and acknowledge their frustration. Apologize sincerely â€” even if the fault is not entirely yours â€” because the customer's perception matters more than the technical truth. Offer a concrete solution: a replacement, a refund, or a discount on the next purchase. Resolve it the same day if possible. A well-handled complaint often creates a more loyal customer than one who never had a problem."
FAQ-059,PAIR-030,SME Owner,Swahili,business_growth,BOT,"business plan, mpango, investors, loan, roadmap, strategy","Je, ni muhimu kuwa na mpango wa biashara?","Ndiyo, inakupa dira ya wapi biashara inaenda na ni kigezo muhimu kwa wawekezaji au mikopo.","Mpango wa biashara ni ramani yako â€” unakukalazimisha kufikiria malengo yako, soko lako, gharama zako, na mapato yanayotarajiwa kabla ya matatizo kutokea. Kwa SME Tanzania, mpango wa biashara ni hati inayohitajika unapoomba mkopo wowote zaidi ya kiwango fulani katika benki kama NMB au CRDB. Pia unakufanya kuwa mshirika wa kuaminika zaidi kwa wasambazaji na wawekezaji. Hata mpango wa ukurasa mmoja ni bora kuliko kutokuwa na chochote."
FAQ-060,PAIR-030,SME Owner,English,business_growth,BOT,"business plan, mpango, investors, loan, roadmap, strategy",Is it important to have a business plan?,"Yes, it gives you a roadmap and is a key requirement for investors or large loans.","A business plan is your roadmap â€” it forces you to think through your goals, your market, your costs, and your expected revenue before problems arise. For SMEs in Tanzania, a business plan is a required document when applying for any loan above a certain threshold at banks like NMB or CRDB. It also makes you a more credible partner for suppliers and investors. Even a one-page plan is better than none â€” it can always be expanded as the business grows."
FAQ-061,PAIR-031,Corporate,Swahili,financial_statements,BOT,"financial statements, IFRS, balance sheet, P&L, cash flow, equity, taarifa",Kampuni inapaswa kuandaa taarifa gani za kifedha kila mwaka nchini Tanzania?,"Kampuni inapaswa kuandaa Taarifa ya Hali ya Kifedha, Taarifa ya Faida na Hasara, Taarifa ya Mtiririko wa Fedha, Taarifa ya Mabadiliko ya Mtaji, na Maelezo ya Taarifa za Kifedha kwa kuzingatia IFRS.","Tanzania, makampuni yanatakiwa kuandaa taarifa za fedha za kila mwaka kwa kuzingatia Viwango vya Kimataifa vya Taarifa za Kifedha (IFRS) au IFRS kwa SME, kulingana na ukubwa wao. Taarifa zinazohitajika ni: Taarifa ya Hali ya Kifedha (Mizani), Taarifa ya Faida na Hasara, Taarifa ya Mtiririko wa Fedha, Taarifa ya Mabadiliko ya Mtaji, na Maelezo ya Taarifa za Kifedha. Hizi lazima zipelekwe TRA na, kwa makampuni ya umma, kwa CMSA."
FAQ-062,PAIR-031,Corporate,English,financial_statements,BOT,"financial statements, IFRS, balance sheet, P&L, cash flow, equity, taarifa",What financial statements should a company prepare annually in Tanzania?,"A company must prepare a Statement of Financial Position, Statement of Profit and Loss, Statement of Cash Flows, Statement of Changes in Equity, and Notes to Financial Statements in accordance with IFRS.","In Tanzania, companies are required to prepare annual financial statements in accordance with International Financial Reporting Standards (IFRS) or IFRS for SMEs, depending on their size. The required statements include: Statement of Financial Position (Balance Sheet), Statement of Profit and Loss (Income Statement), Statement of Cash Flows, Statement of Changes in Equity, and Notes to Financial Statements. These must be filed with TRA and, for public companies, with CMSA. Listed companies must also submit to the Dar es Salaam Stock Exchange."
FAQ-063,PAIR-032,Corporate,Swahili,corporate_tax,TRA,"corporate tax, income tax, 30%, profit, kampuni, TRA, kodi",Kodi ya mapato ya kampuni nchini Tanzania ni nini?,"Kiwango cha kawaida cha kodi ya mapato ya kampuni ni 30% ya faida inayotozwa kodi, na viwango vilivyopunguzwa kwa sekta fulani.",Kodi ya mapato ya kampuni Tanzania inatozwa kwa kiwango cha kawaida cha 30% ya faida inayotozwa kodi kwa makampuni mengi. Makampuni yaliyoorodheshwa hivi karibuni kwenye Soko la Hisa la Dar es Salaam (DSE) yanapata kiwango kilichopunguzwa cha 25% kwa miaka mitatu. Makampuni katika sekta za kipaumbele kama kilimo na utengenezaji yanaweza kustahili likizo za kodi au viwango vilivyopunguzwa kama inavyoainishwa katika Sheria ya Uwekezaji Tanzania.
FAQ-064,PAIR-032,Corporate,English,corporate_tax,TRA,"corporate tax, income tax, 30%, profit, kampuni, TRA, kodi",What is the corporate income tax rate in Tanzania?,"The standard corporate income tax rate is 30% of taxable profit, with reduced rates for certain sectors.",Corporate income tax in Tanzania is charged at a standard rate of 30% on taxable profits for most companies. Newly listed companies on the Dar es Salaam Stock Exchange (DSE) benefit from a reduced rate of 25% for three years. Companies in priority sectors like agriculture and manufacturing may qualify for tax holidays or reduced rates as stipulated in the Tanzania Investment Act. Corporate tax returns must be filed with TRA within six months after the end of the financial year.
FAQ-065,PAIR-033,Corporate,Swahili,vat,TRA,"VAT, value added tax, register, threshold, TRA, kodi ya ongezeko",VAT ni nini na nani anatakiwa kuisajili?,VAT ni kodi ya ongezeko la thamani ya 18% kwenye bidhaa na huduma. Biashara zenye mauzo ya kila mwaka zaidi ya TZS milioni 100 lazima zisajiliwe na TRA.,"VAT (Kodi ya Ongezeko la Thamani) Tanzania inatozwa kwa kiwango cha kawaida cha 18% kwenye bidhaa na huduma zinazoweza kutozwa kodi. Biashara yoyote yenye mauzo ya kila mwaka zaidi ya TZS milioni 100 inatakiwa kisheria kujisajili kwa VAT na TRA. Baada ya kusajiliwa, biashara lazima iwasilishe marejesho ya VAT ya kila mwezi na kulipa VAT halisi iliyokusanywa (VAT ya pato minus VAT ya ingizo) kwa TRA ifikapo tarehe 20 ya mwezi unaofuata."
FAQ-066,PAIR-033,Corporate,English,vat,TRA,"VAT, value added tax, register, threshold, TRA, kodi ya ongezeko",What is VAT and who is required to register for it?,VAT is a Value Added Tax of 18% on goods and services. Businesses with annual turnover exceeding TZS 100 million must register with TRA.,"VAT (Value Added Tax) in Tanzania is charged at a standard rate of 18% on taxable goods and services. Any business with an annual turnover exceeding TZS 100 million is legally required to register for VAT with TRA. Once registered, the business must file monthly VAT returns and remit the net VAT collected (output VAT minus input VAT) to TRA by the 20th of the following month. Failure to register when required attracts penalties and back-payment obligations."
FAQ-067,PAIR-034,Corporate,Swahili,tax_compliance,TRA,"tax returns, VAT, PAYE, annual, monthly, TRA, filing",Marejesho ya kodi yanapaswa kuwasilishwa mara ngapi?,"Marejesho ya VAT na PAYE yanawasilishwa kila mwezi, wakati marejesho ya kodi ya mapato ya kampuni yanawasilishwa kila mwaka.","Tanzania, mara kwa mara ya uwasilishaji wa kodi inategemea aina ya kodi. Marejesho ya VAT yanapaswa kuwasilishwa kila mwezi ifikapo tarehe 20 ya mwezi unaofuata. Marejesho ya PAYE pia lazima yawasilishwe kila mwezi ifikapo tarehe 7 ya mwezi unaofuata. Kodi ya mapato ya kampuni inawasilishwa kila mwaka â€” rejesho linastahili ndani ya miezi sita ya mwisho wa mwaka wa fedha wa kampuni."
FAQ-068,PAIR-034,Corporate,English,tax_compliance,TRA,"tax returns, VAT, PAYE, annual, monthly, TRA, filing",How often should tax returns be submitted to TRA?,"VAT and PAYE returns are submitted monthly, while corporate income tax returns are submitted annually.","In Tanzania, tax filing frequency depends on the type of tax. VAT returns are due monthly by the 20th of the following month. PAYE returns must also be filed monthly by the 7th of the following month. Withholding tax returns are monthly. Corporate income tax is filed annually â€” the return is due within six months of the company's financial year end. TRA's online portal (e-filing) is now the standard channel and late filing attracts penalties."
FAQ-069,PAIR-035,Corporate,Swahili,tax_compliance,TRA,"PAYE, salary, deduct, remit, TRA, employer, mwajiri",PAYE ni nini nchini Tanzania?,PAYE ni mfumo ambao mwajiri hukata kodi ya mapato kutoka mishahara ya wafanyakazi kila mwezi na kuiwasilisha TRA ifikapo tarehe 7 ya mwezi unaofuata.,"PAYE (Pay As You Earn) ni mfumo wa Tanzania wa kukusanya kodi ya mapato kutoka kwa wafanyakazi wanaolipwa mshahara chanzo. Waajiri wana jukumu la kisheria la kuhesabu PAYE sahihi kwa kila mfanyakazi kwa kutumia viwango vya kodi vya maendeleo vya TRA, kuikata kutoka mshahara ghafi wa mfanyakazi, na kuwasilisha kiasi chote kwa TRA ifikapo tarehe 7 ya kila mwezi. Kushindwa kuwasilisha PAYE kwa wakati kunaleta faini ya 5% ya kiasi kisicholipwa pamoja na riba."
FAQ-070,PAIR-035,Corporate,English,tax_compliance,TRA,"PAYE, salary, deduct, remit, TRA, employer, mwajiri",What is PAYE and what are an employer's obligations?,PAYE is a system where employers deduct income tax from employee salaries monthly and remit to TRA by the 7th of the following month.,"PAYE (Pay As You Earn) is Tanzania's system for collecting income tax from salaried employees at source. Employers are legally responsible for calculating the correct PAYE for each employee using TRA's progressive tax bands, deducting it from the employee's gross salary, and remitting the total amount to TRA by the 7th of each month. Failure to remit PAYE on time attracts a penalty of 5% of the unpaid amount plus interest. Employers must also issue payslips showing PAYE deductions."
FAQ-071,PAIR-036,Corporate,Swahili,corporate_finance,BOT,"cash flow, liquidity, operations, suppliers, debt, management",Kwa nini usimamizi wa mtiririko wa fedha ni muhimu kwa kampuni?,Mtiririko mbaya wa fedha ndio sababu kuu ya kushindwa kwa biashara â€” kampuni yenye faida bado inaweza kuanguka ikiwa haiwezi kulipa bili kwa wakati.,"Usimamizi wa mtiririko wa fedha unahakikisha kampuni yako daima ina fedha za kutosha za haraka kukidhi majukumu ya papo hapo â€” mishahara, malipo ya wasambazaji, awamu za mkopo, na gharama za uendeshaji. Kampuni inaweza kuwa na faida kwenye karatasi lakini bado kushindwa ikiwa itakosa fedha taslimu kwa sababu ya kuchelewa kwa malipo ya wateja. Mbinu bora ni pamoja na kuandaa utabiri wa mtiririko wa fedha wa kila mwezi."
FAQ-072,PAIR-036,Corporate,English,corporate_finance,BOT,"cash flow, liquidity, operations, suppliers, debt, management",Why is cash flow management critical for a company?,Poor cash flow is the leading cause of business failure â€” a profitable company can still collapse if it cannot pay bills on time.,"Cash flow management ensures your company always has enough liquid funds to meet immediate obligations â€” payroll, supplier payments, loan installments, and operating expenses. A company can be profitable on paper but still fail if it runs out of cash due to delayed customer payments. Best practices include preparing monthly cash flow forecasts, enforcing strict debtor payment terms, maintaining a cash buffer of at least one month's operating costs, and using overdraft facilities responsibly."
FAQ-073,PAIR-037,Corporate,Swahili,audit,BOT,"audit, ukaguzi, financial statements, compliance, independent, accuracy",Ukaguzi wa kifedha ni nini?,Ukaguzi wa kifedha ni uchunguzi huru wa taarifa za kifedha za kampuni ili kuthibitisha usahihi na ufuataji wa sheria. Ni wa lazima kwa makampuni yote ya hisa nchini Tanzania.,"Ukaguzi wa kifedha ni mapitio huru yanayofanywa na mkaguzi wa nje aliyesajiliwa (CPA) kuthibitisha kwamba taarifa za kifedha za kampuni ni sahihi, kamili, na zimeandaliwa kwa kuzingatia IFRS au viwango vinavyotumika. Tanzania, ukaguzi wa kila mwaka ni wa lazima kwa makampuni yote yaliyoundwa chini ya Sheria ya Makampuni. Ripoti ya mkaguzi lazima iambatanishwe na taarifa za fedha za kila mwaka zilizopelekwa kwa TRA na BRELA."
FAQ-074,PAIR-037,Corporate,English,audit,BOT,"audit, ukaguzi, financial statements, compliance, independent, accuracy",What is a financial audit and when is it required?,A financial audit is an independent examination of a company's financial statements to verify accuracy and compliance. It is mandatory for all limited companies in Tanzania.,"A financial audit is an independent review conducted by a registered external auditor (CPA) to verify that a company's financial statements are accurate, complete, and prepared in accordance with IFRS or applicable standards. In Tanzania, annual audits are mandatory for all companies incorporated under the Companies Act. The auditor's report must accompany the annual financial statements filed with TRA and BRELA. Audit findings can affect your tax assessment, credit rating, and investor confidence."
FAQ-075,PAIR-038,Corporate,Swahili,budgeting,BOT,"budget, bajeti, planning, income, expenses, financial control, decision",Bajeti katika fedha za kampuni ni nini?,Bajeti ni mchakato wa kupanga mapato na matumizi yanayotarajiwa ili kusaidia udhibiti wa fedha na maamuzi ya kimkakati.,"Bajeti ya kampuni hutafsiri malengo ya kimkakati ya kampuni kuwa malengo ya kifedha. Bajeti iliyoandaliwa vizuri inagawanya rasilimali kwa idara, huweka viwango vya mapato na gharama, na hutoa msingi wa ufuatiliaji wa utendaji mwaka mzima. Tanzania, bajeti za kila mwaka kawaida huidhinishwa na bodi ya wakurugenzi kabla ya mwanzo wa mwaka wa fedha. Uchambuzi wa tofauti â€” kulinganisha matokeo halisi na bajeti â€” ni zana muhimu ya kutambua masuala ya uendeshaji mapema."
FAQ-076,PAIR-038,Corporate,English,budgeting,BOT,"budget, bajeti, planning, income, expenses, financial control, decision",What is the purpose of budgeting in corporate finance?,Budgeting is the process of planning expected income and expenses to support financial control and strategic decision-making.,"Corporate budgeting translates a company's strategic goals into financial targets. A well-prepared budget allocates resources to departments, sets revenue and cost benchmarks, and provides a baseline for performance monitoring throughout the year. In Tanzania, annual budgets are typically approved by the board of directors before the start of the financial year. Variance analysis â€” comparing actual results to the budget â€” is a key tool for identifying operational issues early and taking corrective action."
FAQ-077,PAIR-039,Corporate,Swahili,corporate_finance,BOT,"working capital, current assets, liabilities, liquidity, mtaji kazi",Mtaji kazi (Working Capital) ni nini?,Mtaji kazi ni mali za muda mfupi minus madeni ya muda mfupi â€” unaonyesha uwezo wa kampuni kufadhili shughuli za kila siku.,Mtaji kazi (Mali za Muda Mfupi minus Madeni ya Muda Mfupi) ni kipimo cha msingi cha afya ya kifedha ya muda mfupi. Mtaji kazi chanya unamaanisha kwamba kampuni inaweza kukidhi majukumu yake ya papo hapo kama vile kulipa wasambazaji na wafanyakazi bila kuhitaji ufadhili wa nje. Mtaji kazi hasi ni ishara ya tahadhari ya msongo wa ukwasi. Vipimo muhimu vya mtaji kazi ni pamoja na uwiano wa sasa (unapaswa kuwa zaidi ya 1.5) na uwiano wa haraka.
FAQ-078,PAIR-039,Corporate,English,corporate_finance,BOT,"working capital, current assets, liabilities, liquidity, mtaji kazi",What is working capital and why does it matter?,Working capital is current assets minus current liabilities â€” it measures your company's ability to fund daily operations.,"Working capital (Current Assets minus Current Liabilities) is a fundamental measure of short-term financial health. Positive working capital means the company can cover its immediate obligations such as paying suppliers and staff without needing external financing. Negative working capital is a warning sign of liquidity stress. Key working capital metrics include the current ratio (should be above 1.5) and the quick ratio. Managing working capital involves optimising receivable collection periods, inventory levels, and supplier payment terms."
FAQ-079,PAIR-040,Corporate,Swahili,corporate_finance,BOT,"accounts receivable, debtors, credit, customers, collection, madeni",Accounts receivable ni nini?,Accounts receivable ni madeni ambayo wateja wanadaiwa kampuni yako kwa bidhaa au huduma zilizotolewa kwa mkopo.,"Accounts receivable inawakilisha pesa ambazo wateja wako wanakudaiwa kwa mauzo ya mkopo â€” ni mali kwenye mizani yako lakini inageuka kuwa pesa taslimu tu inapokusanywa. Usimamizi mbaya wa madeni ni sababu kuu ya matatizo ya mtiririko wa fedha. Mbinu bora ni pamoja na kuweka masharti wazi ya mkopo (k.m., malipo ya siku 30), kutoa ankara haraka, kutuma vikumbusho vya malipo kabla ya tarehe za mwisho, na kutenda mara moja kwa akaunti zilizochelewa."
FAQ-080,PAIR-040,Corporate,English,corporate_finance,BOT,"accounts receivable, debtors, credit, customers, collection, madeni",What are accounts receivable and how should they be managed?,Accounts receivable are amounts owed to your company by customers for goods or services delivered on credit.,"Accounts receivable represent money your customers owe you for credit sales â€” it is an asset on your balance sheet but only converts to cash when collected. Poor receivable management is a major cause of cash flow problems. Best practices include setting clear credit terms (e.g., 30-day payment), invoicing promptly, sending payment reminders before due dates, and acting immediately on overdue accounts. Ageing reports (30/60/90+ days) help prioritise collection efforts."
FAQ-081,PAIR-041,Corporate,Swahili,corporate_finance,BOT,"accounts payable, creditors, suppliers, payment, liability, madeni",Accounts payable ni nini?,Accounts payable ni madeni ambayo kampuni inayodaiwa na wasambazaji â€” kusimamia wakati wa malipo kwa mkakati kunaboresha mtiririko wa fedha.,"Accounts payable inawakilisha deni la kampuni yako kwa wasambazaji kwa bidhaa na huduma zilizopokelewa kwa mkopo. Tofauti na accounts receivable, madeni yanayolipwa ni dhima. Usimamizi wa kimkakati wa malipo unamaanisha kulipa wasambazaji siku ya mwisho inayowezekana ndani ya masharti ya mkopo yaliyokubaliwa â€” hii inaweka pesa taslimu katika biashara yako kwa muda mrefu zaidi."
FAQ-082,PAIR-041,Corporate,English,corporate_finance,BOT,"accounts payable, creditors, suppliers, payment, liability, madeni",What are accounts payable and how do they affect cash flow?,Accounts payable are amounts your company owes to suppliers â€” managing payment timing strategically improves cash flow.,"Accounts payable represent what your company owes to suppliers for goods and services received on credit. Unlike accounts receivable, payables are a liability. Strategic payable management means paying suppliers on the last possible day within agreed credit terms â€” this keeps cash in your business longer. However, delaying beyond agreed terms damages supplier relationships and can result in supply disruptions. Negotiate favourable credit periods with key suppliers as part of your working capital strategy."
FAQ-083,PAIR-042,Corporate,Swahili,financial_statements,BOT,"financial statements, stakeholders, investors, lenders, performance, taarifa",Kwa nini taarifa za kifedha ni muhimu?,"Taarifa za kifedha hutoa taarifa zilizothibitishwa ambazo wawekezaji, wakopeshaji, wadhibiti, na usimamizi hutumia kutathmini utendaji wa kampuni na kufanya maamuzi.","Taarifa za kifedha ni zana kuu ya mawasiliano kati ya kampuni na wadau wake. Wawekezaji huzitumia kuamua kama wanunue, wabaki, au wauze hisa. Wakopeshaji huzitumia kutathmini uaminifu wa mkopo kabla ya kuidhinisha mikopo. Mamlaka za kodi huzitumia kuthibitisha mapato yaliyotangazwa. Usimamizi huzitumia kufuatilia utendaji dhidi ya malengo."
FAQ-084,PAIR-042,Corporate,English,financial_statements,BOT,"financial statements, stakeholders, investors, lenders, performance, taarifa",Why are financial statements important for stakeholders?,"Financial statements provide verified information that investors, lenders, regulators, and management use to evaluate company performance and make decisions.","Financial statements are the primary communication tool between a company and its stakeholders. Investors use them to decide whether to buy, hold, or sell shares. Lenders use them to assess creditworthiness before approving loans. Tax authorities use them to verify declared income. Management uses them to monitor performance against targets. In Tanzania, publicly listed companies must publish audited financial statements and file them with CMSA and the Dar es Salaam Stock Exchange within the prescribed deadlines."
FAQ-085,PAIR-043,Corporate,Swahili,corporate_finance,BOT,"depreciation, fixed assets, value, wear, accounting, mali",Depreciation ni nini?,"Depreciation ni upunguzaji wa kimfumo wa thamani ya mali ya kudumu katika maisha yake yote ya matumizi, iliyorekodiwa kama gharama katika taarifa za kifedha.","Depreciation hugawa gharama ya mali ya kudumu inayoweza kuguswa (mashine, magari, majengo, vifaa) katika maisha yake yote ya matumizi inayotarajiwa. Mbinu za kawaida ni pamoja na depreciation ya mstari unyoofu (malipo sawa ya kila mwaka) na mizani inayopungua (malipo ya juu katika miaka ya mapema). Tanzania, TRA inabainisha viwango vinavyoruhusiwa vya depreciation kwa madhumuni ya kodi chini ya Sheria ya Kodi ya Mapato."
FAQ-086,PAIR-043,Corporate,English,corporate_finance,BOT,"depreciation, fixed assets, value, wear, accounting, mali",What is depreciation and how is it calculated?,"Depreciation is the systematic reduction in the value of a fixed asset over its useful life, recorded as an expense in financial statements.","Depreciation allocates the cost of a tangible fixed asset (machinery, vehicles, buildings, equipment) over its expected useful life. Common methods include straight-line depreciation (equal annual charge) and reducing balance (higher charges in early years). In Tanzania, TRA specifies allowable depreciation rates for tax purposes under the Income Tax Act. For example, computers depreciate at 33.3% per year and vehicles at 25%. The depreciation method chosen affects both profit and tax liability."
FAQ-087,PAIR-044,Corporate,Swahili,governance,BOT,"internal controls, fraud, compliance, policies, procedures, udhibiti",Mfumo wa udhibiti wa ndani ni nini?,"Udhibiti wa ndani ni sera na taratibu zinazolinda mali za kampuni, kuzuia ulaghai, na kuhakikisha taarifa sahihi za kifedha.","Udhibiti wa ndani ni msingi wa uadilifu wa kifedha katika shirika lolote. Unajumuisha mgawanyo wa majukumu (hakuna mtu mmoja anayedhibiti muamala mzima), mipaka ya idhini, upatanisho wa mara kwa mara, ulinzi wa mali za kimwili, na udhibiti wa ufikiaji wa TEHAMA. Udhibiti bora wa ndani unahitajika na wakaguzi wa nje na unatathminiwa kama sehemu ya ukaguzi wa kila mwaka."
FAQ-088,PAIR-044,Corporate,English,governance,BOT,"internal controls, fraud, compliance, policies, procedures, udhibiti",What is an internal control system and why is it essential?,"Internal controls are policies and procedures that protect company assets, prevent fraud, and ensure accurate financial reporting.","Internal controls are the backbone of financial integrity in any organisation. They include segregation of duties (no single person controls an entire transaction), authorisation limits, regular reconciliations, physical asset safeguards, and IT access controls. Effective internal controls are required by external auditors and are assessed as part of the annual audit. In Tanzania, the Bank of Tanzania (BOT) sets minimum internal control standards for financial institutions. Weak controls are the most common precursor to fraud and financial misstatement."
FAQ-089,PAIR-045,Corporate,Swahili,governance,BOT,"corporate governance, accountability, transparency, board, oversight, utawala",Utawala bora wa kampuni katika fedha ni nini?,Utawala bora wa kampuni ni mfumo wa sheria na usimamizi unaohakikisha kampuni inadhibitiwa kwa uwajibikaji na uwazi kwa wadau wote.,"Utawala bora wa kampuni Tanzania unaongozwa na Sheria ya Makampuni na kanuni maalum za sekta kutoka BOT (kwa benki), CMSA (kwa makampuni yaliyoorodheshwa), na TIRA (kwa wasiwama). Utawala mzuri unahitaji bodi ya wakurugenzi yenye uwezo na uhuru, taarifa za kifedha za uwazi, matibabu ya haki ya wanahisa, na uwajibikaji kwa wasimamizi na umma."
FAQ-090,PAIR-045,Corporate,English,governance,BOT,"corporate governance, accountability, transparency, board, oversight, utawala",What is corporate governance and why does it matter in Tanzania?,Corporate governance is the system of rules and oversight ensuring a company is managed with accountability and transparency toward all stakeholders.,"Corporate governance in Tanzania is guided by the Companies Act and sector-specific regulations from BOT (for banks), CMSA (for listed companies), and TIRA (for insurers). Good governance requires a capable and independent board of directors, transparent financial reporting, fair treatment of shareholders, and accountability to regulators and the public. Poor governance is consistently identified by BOT and TRA as a leading cause of corporate failures and tax evasion in Tanzania. Companies with strong governance attract better credit ratings and investor confidence."
FAQ-091,PAIR-046,Employee,Swahili,paye,TRA,"PAYE, tax, progressive, calculate, bands, mshahara, NSSF",PAYE yangu inakatwaje?,PAYE inakatwa kwa viwango vya maendeleo vya TRA (0% hadi 30%) baada ya kutoa mchango wa NSSF kutoka mshahara ghafi.,"PAYE inahesabiwa kwa kutumia viwango vya kodi vya maendeleo vya TRA vilivyotumiwa kwa mapato yako yanayotozwa kodi â€” ambayo ni mshahara wako ghafi minus mchango wako wa NSSF. Viwango ni: 0% kwa TZS 270,000 za kwanza, 8% kwa TZS 270,001â€“520,000, 20% kwa TZS 520,001â€“760,000, 25% kwa TZS 760,001â€“1,000,000, na 30% kwa kiasi zaidi ya TZS 1,000,000 kwa mwezi. Mwajiri wako ndiye anayewajibika kuhesabu na kukata kiasi sahihi."
FAQ-092,PAIR-046,Employee,English,paye,TRA,"PAYE, tax, progressive, calculate, bands, mshahara, NSSF",How is PAYE calculated on my salary?,"PAYE is calculated on a progressive scale (0%, 8%, 20%, 25%, 30%) applied to your gross salary after subtracting your NSSF contribution.","PAYE is calculated using TRA's progressive tax bands applied to your taxable income â€” which is your gross salary minus your NSSF contribution. The bands are: 0% on the first TZS 270,000, 8% on TZS 270,001â€“520,000, 20% on TZS 520,001â€“760,000, 25% on TZS 760,001â€“1,000,000, and 30% on amounts above TZS 1,000,000 per month. Your employer is responsible for calculating and deducting the correct amount. Check your payslip monthly to confirm the deduction matches your expected tax."
FAQ-093,PAIR-047,Employee,Swahili,nssf,NSSF,"NSSF, pension, contribution, 10%, employer, employee, social security",Kiwango cha NSSF ni kipi?,Mwajiriwa huchangia 10% na mwajiri huchangia 10% ya mshahara ghafi â€” jumla ya 20% inayotumwa kwa NSSF kila mwezi.,"Michango ya NSSF (Mfuko wa Taifa wa Hifadhi ya Jamii) ni ya lazima kwa wafanyakazi wote katika sekta rasmi Tanzania. Sehemu ya mfanyakazi ni 10% ya mshahara ghafi, iliyokatwa kutoka kwa malipo yao. Mwajiri pia lazima achangie 10% sawa, na kufanya mchango wote kuwa 20% ya mshahara ghafi kwa kila mfanyakazi. Sehemu zote mbili lazima ziwasilishwe kwa NSSF na mwajiri ifikapo tarehe 20 ya kila mwezi."
