faq_id,user_tier,category,language,question,answer
FAQ_054_KI,Formal Employee,Taxes & Regulation,Kiswahili,Ni asilimia ngapi inakatwa kwenye mshahara wa mwajiriwa aliyenufaika na mkopo wa HESLB?,"Kisheria, mwajiri anawajibika kukata 15% ya mshahara wako wa msingi (basic salary) kila mwezi na kuiwasilisha HESLB hadi mkopo uishe."
FAQ_054_EN,Formal Employee,Taxes & Regulation,English,What exact percentage is legally deducted from a formal employee's salary for HESLB loan recovery?,"By law, your employer is required to deduct 15% of your basic monthly salary and remit it to HESLB until your student loan is fully cleared."
FAQ_055_KI,Formal Employee,Mobile Money & Digital Banking,Kiswahili,Nini sheria ya 1/3 (one-third rule) ya take-home pay inayotumiwa na benki kuzuia mkopo?,Sheria ya kazi inataka mshahara wako unaobaki baada ya makato yote usishuke chini ya theluthi moja ya mshahara wako wa msingi ili ukizi mahitaji.
FAQ_055_EN,Formal Employee,Mobile Money & Digital Banking,English,What is the 1/3 statutory take-home rule used by banks to cap personal loan limits?,Labor laws dictate that your net take-home salary after all statutory and loan deductions must not fall below one-third of your basic salary.
FAQ_056_KI,Formal Employee,Mobile Money & Digital Banking,Kiswahili,Nawezaje kuunganisha akaunti yangu ya mshahara ya benki na simu (Mobile Banking) kufanya miamala?,Tembelea tawi la benki yako au tumia menu ya USSD (mfn: *150*03#) kujisajili ili uweze kuhamisha pesa kwenda m-pesa au tigopesa.
FAQ_056_EN,Formal Employee,Mobile Money & Digital Banking,English,How do I link my salary bank account to mobile banking for direct wallet transfers?,"Visit your bank branch or use their self-service USSD platform to register, allowing seamless shifting of funds between bank and mobile wallets."
FAQ_057_KI,Formal Employee,Mobile Money & Digital Banking,Kiswahili,"Je, nikipokea mshahara wangu, kuna usalama gani nikifanya malipo yote kwa njia ya kadi ya benki?","Inakusaidia kuepuka kubeba cash, miamala inakuwa na ulinzi wa PIN, na unapata ripoti sahihi ya matumizi yako (bank statement) kila mwezi."
FAQ_057_EN,Formal Employee,Mobile Money & Digital Banking,English,Is it safe and strategic to execute all my personal expenses directly via my bank debit card?,"Yes, it eliminates physical cash safety risks, secures payments via chip-and-PIN protocols, and automates your personal expense tracking via statements."
FAQ_058_KI,Formal Employee,Business Formalization & Insurance,Kiswahili,Ni makato gani ya bima ya afya (NHIF) yanayokatwa kwenye mshahara wangu kisheria?,"Kwa wafanyakazi wa sekta ya umma, mchango ni 3% kutoka kwa mfanyakazi na 3% kutoka kwa mwajiri ili kuwezesha bima ya matibabu ya NHIF."
FAQ_058_EN,Formal Employee,Business Formalization & Insurance,English,What are the statutory National Health Insurance Fund (NHIF) deductions on a formal employee's pay?,"For public sector workers, the mandatory contribution is 3% from the employee's salary, matched by 3% from the employer for full medical coverage."
FAQ_059_KI,Formal Employee,Business Formalization & Insurance,Kiswahili,Nini maana ya 'Severance Pay' na mfanyakazi anastahili kupewa lini ajira ikisitishwa?,"Ni malipo ya mkono wa heri anayopewa mfanyakazi anayepunguzwa kazi bila kosa la nidhamu, ambapo anapewa mshahara wa siku 7 kwa kila mwaka aliotumikia."
FAQ_059_EN,Formal Employee,Business Formalization & Insurance,English,What constitutes 'Severance Pay' and when is a formal employee entitled to it upon contract termination?,"Severance pay is a statutory exit package for employees retrenched without disciplinary fault, calculated at 7 days' salary for every year served."
FAQ_060_KI,Formal Employee,Business Formalization & Insurance,Kiswahili,"Je, naweza kujitoa na kuchukua akiba yangu ya NSSF yote nikalaacha kazi kwa hiari?","Huwezi kuchukua akiba yote kwa mkupuo hadi ufikie umri wa kustaafu (miaka 60), lakini unaweza kuomba 'Mafao ya Ukosefu wa Ajira' kwa masharti."
FAQ_060_EN,Formal Employee,Business Formalization & Insurance,English,Can I cash out my cumulative NSSF pension savings if I voluntarily resign from my current job?,"No, you cannot withdraw your total pension balance before the statutory retirement age of 60, but you can file for temporary Unemployment Benefits."
FAQ_061_KI,Corporate,Savings & Investments,Kiswahili,"Je, ni vigezo gani vya kisheria kwa kampuni kubwa kujisajili na kuorodhesha hisa zake kwenye soko la DSE?","Inabidi iwe na mtaji wa kuanzia Shilingi Bilioni 1, iwe na hesabu safi za faida za miaka 3 zilizokaguliwa, na kutoa angalau 25% ya hisa kwa umma."
FAQ_061_EN,Corporate,Savings & Investments,English,What are the core compliance criteria for a corporate entity to register and list on the DSE Main Market?,"It must possess a minimum paid-up capital of TZS 1 Billion, show 3 consecutive years of audited profitability, and float at least 25% of shares to the public."
FAQ_062_KI,Corporate,Savings & Investments,Kiswahili,Corporate inawezaje kutoa Hatifungani ya Kampuni (Corporate Bond) ili kukusanya mitaji mikubwa?,"Inapaswa kuandaa waraka wa matoleo (Prospectus), kupata kibali kutoka Mamlaka ya Masoko ya Mitaji (CMSA) na kuiorodhesha DSE kwa wawekezaji."
FAQ_062_EN,Corporate,Savings & Investments,English,How can a large corporate entity issue a Corporate Bond to raise long-term structural capital in Tanzania?,"It must structure a formal prospectus, clear regulatory compliance with the Capital Markets and Securities Authority (CMSA), and list it on the DSE."
FAQ_063_KI,Corporate,Savings & Investments,Kiswahili,Nini faida ya mfumo wa 'Cash Pooling' kwa usimamizi wa ukwasi kwenye makampuni tanzu (Subsidiaries)?,"Inaruhusu kuunganisha salio la akaunti zote za makampuni tanzu kuwa moja pepe, ikipunguza gharama za mikopo ya dharura na kuongeza riba ya amana."
FAQ_063_EN,Corporate,Savings & Investments,English,What is the corporate advantage of implementing a 'Cash Pooling' system across multiple subsidiaries?,"It aggregates the balances of diverse subsidiary bank accounts into a single virtual pool, reducing short-term credit overheads and maximizing deposit yields."
FAQ_064_KI,Corporate,Loans & Credit,Kiswahili,Mkataba wa mkopo wa pamoja (Syndicated Loan) unafanya kazi vipi kwa miradi mikubwa ya corporate?,Huu ni mkopo mkubwa ambapo mabenki kadhaa yanaungana pamoja kutoa fedha kwa dhumuni la kugawana hatari (risk sharing) ya mradi mkubwa wa miundombinu.
FAQ_064_EN,Corporate,Loans & Credit,English,How does a Syndicated Loan facility operate for high-value strategic corporate infrastructure projects?,"It is a large-scale credit facility where a consortium of commercial banks pool funds together to finance a single corporate borrower, sharing risk."
FAQ_065_KI,Corporate,Loans & Credit,Kiswahili,Nini jukumu la akaunti ya 'Escrow' kwenye manunuzi na muunganiko wa makampuni makubwa (M&A)?,Ni akaunti ya siri ambapo benki inashikilia fedha za manunuzi na kuzitoa kwa muuzaji pale tu vigezo vyote vya kisheria vya mkataba vikitimizwa.
FAQ_065_EN,Corporate,Loans & Credit,English,What is the regulatory role of an Escrow Account during corporate Mergers and Acquisitions (M&A)?,"It acts as a neutral holding account managed by a bank agent that safeguards transaction funds, releasing them only when pre-agreed legal triggers are met."
FAQ_066_KI,Corporate,Loans & Credit,Kiswahili,Mikataba mikubwa ya kibenki inamaanisha nini inapoweka kipengele cha ADR (Alternative Dispute Resolution)?,Inalazimisha pande zote kusuluhisha migogoro ya kifedha nje ya mahakama kuu kwa kutumia usuluhishi wa kisheria (Arbitration) ili kuokoa muda.
FAQ_066_EN,Corporate,Loans & Credit,English,What constitutes an 'Alternative Dispute Resolution' (ADR) framework clause in high-value banking facilities?,It legally binds corporate parties to resolve any arising contract disputes outside the formal court framework via private Arbitration or Mediation.
FAQ_067_KI,Corporate,Taxes & Regulation,Kiswahili,"Je, ni vigezo vipi vya 'Transfer Pricing' (TP) vinavyotakiwa kuwasilishwa TRA na makampuni ya kimataifa?",Makampuni yenye miamala na kampuni mama ya nje inayozidi Bilioni 10 lazima yawasilishe nyaraka za TP zinazoonyesha miamala imefanyika kwa bei ya soko (Arm's length).
FAQ_067_EN,Corporate,Taxes & Regulation,English,What are the statutory Transfer Pricing (TP) reporting rules mandated by TRA for multinational corporate groups?,Corporates with cross-border related party transactions exceeding TZS 10 Billion must file local TP documentation showing compliance with the arm's length principle.
FAQ_068_KI,Corporate,Taxes & Regulation,Kiswahili,Explain the concept of 'Thin Capitalization' and its impact on tax-deductible interest for foreign corporates.,"If a foreign-backed company has a debt-to-equity ratio exceeding 7:3, the interest paid on the excess debt above this threshold is disallowed for TRA tax deduction."
FAQ_068_EN,Corporate,Taxes & Regulation,English,Explain the regulatory concept of 'Thin Capitalization' and its impact on corporate tax-deductible interest rules.,"Under tax law, if a foreign-controlled company maintains a debt-to-equity ratio above 7:3, interest expenses incurred on the excess debt are disallowed for deductions."
FAQ_069_KI,Corporate,Taxes & Regulation,Kiswahili,Nini madhara ya kisheria ya kubadilisha mwaka wa hesabu (Financial Year-End) wa corporate bila idhini ya TRA?,"Kisheria lazima upate kibali cha maandishi kutoka kwa Kamishna Jenerali wa TRA, la sivyo ripoti zako hazitapokelewa na utapewa faini za kisheria."
FAQ_069_EN,Corporate,Taxes & Regulation,English,What are the legal exposure risks of altering a corporate Financial Year-End without prior TRA approval?,You must secure written authorization from the TRA Commissioner General; unapproved alterations result in rejection of files and automated late-filing fines.
FAQ_070_KI,Corporate,Mobile Money & Digital Banking,Kiswahili,"Je, ni taratibu gani za Benki Kuu (BOT) kuhusu uhamishaji mkubwa wa fedha za kigeni kwenda nje?","BOT inataka makampuni kuwasilisha nyaraka zote za uthibitisho (Invoices, Bill of Lading, mikataba) kupitia benki ya biashara ili kuzuia utakatishaji fedha."
FAQ_070_EN,Corporate,Mobile Money & Digital Banking,English,What are the central bank (BOT) compliance cross-border wire transfer workflows for foreign currency corporate remittances?,"The BOT mandates submission of extensive underlying transaction documentation (Invoices, Bill of Lading, agreements) via commercial banks to counter money laundering."
FAQ_071_KI,Corporate,Mobile Money & Digital Banking,Kiswahili,Benki Kuu ya Tanzania (BOT) inatumia vipi 'Statutory Minimum Reserve' (SMR) kudhibiti ukwasi wa mabenki?,SMR ni asilimia ya amana za wateja (mfn: 5.5%) ambayo mabenki yote lazima yaifunge BOT bila riba ili kudhibiti mzunguko wa pesa sokoni.
FAQ_071_EN,Corporate,Mobile Money & Digital Banking,English,How does the Bank of Tanzania (BOT) handle the Statutory Minimum Reserve (SMR) requirement to regulate corporate banking liquidity?,"SMR is a mandatory fixed percentage of customer deposits (e.g., 5.5%) that commercial institutions must maintain interest-free at the BOT to guide monetary stability."
FAQ_072_KI,Corporate,Mobile Money & Digital Banking,Kiswahili,Nini umuhimu wa mifumo ya 'Host-to-Host' (H2H) kwa uhusiano wa kibenki wa mashirika makubwa?,Mifumo ya H2H inaunganisha mfumo wa uhasibu wa kampuni (ERP kama SAP) moja kwa moja na core banking ya benki ili kufanya miamala na usuluhishi otomatiki.
FAQ_072_EN,Corporate,Mobile Money & Digital Banking,English,What is the core infrastructure benefit of deploying Host-to-Host (H2H) banking integration for major corporates?,H2H establishes a direct secure data link between the corporate enterprise resource planning software (ERP like SAP) and the bank's core system for automated high-volume settlements.
FAQ_073_KI,Corporate,Business Formalization & Insurance,Kiswahili,Nini maana ya kodi ya zuio (Withholding Tax) na ni lini kampuni ya corporate inapaswa kuikata?,"Ni kodi inayokatwa pale shirika linapofanya malipo ya huduma (mfn: 5% kwa huduma za ndani), upangaji (10%), au gawio, na kuwasilishwa TRA."
FAQ_073_EN,Corporate,Business Formalization & Insurance,English,What constitutes corporate Withholding Tax (WHT) obligations and when should a finance team deduct it?,"WHT is a source deduction applied when paying for services (5% for local technical fees), commercial rent (10%), or dividends, remitted directly to TRA."
FAQ_074_KI,Corporate,Business Formalization & Insurance,Kiswahili,"Nini wajibu wa ripoti za ESG (Environmental, Social, and Governance) kwa makampuni makubwa kufikia mwaka 2026?","Makampuni yanatakiwa kuonyesha uwazi wa athari zao kwa mazingira, usawa wa wafanyakazi, na utawala bora ili kukidhi vigezo vya DSE na wafadhili wa kimataifa."
FAQ_074_EN,Corporate,Business Formalization & Insurance,English,"What are the active corporate ESG (Environmental, Social, and Governance) reporting guidelines for major institutions?",Large enterprises are increasingly bound by regulators and institutional investors to release audited ESG disclosure statements tracking carbon steps and compliance metrics.
FAQ_075_KI,Corporate,Business Formalization & Insurance,Kiswahili,Ni nyaraka gani zinazohitajika na Tume ya Ushindani wa Haki (FCC) kuidhinisha muunganiko wa makampuni makubwa?,"Inabidi kuwasilisha 'Merger Notification Form', hesabu za miaka 3, uchambuzi wa soko na chati za umiliki ili kuhakikisha muunganiko hautengenezi mofopo."
FAQ_075_EN,Corporate,Business Formalization & Insurance,English,What structural documentation is required by the Fair Competition Commission (FCC) to sanction a corporate merger filing?,"Firms must file a formal Merger Notification packet, 3 years of audited financials, precise market share matrices, and parent group structural trees to verify fair competition."
FAQ_076_AUTO,Informal/Machinga,Loans & Credit,Kiswahili,oooooj,"Samahani, sijaelewa ulichoandika. Tafadhali uliza swali lako upya. Niko hapa kukusaidia kuhusu akiba, mikopo, kodi, pesa ya simu, na usajili wa biashara Tanzania. ðŸ‡¹ðŸ‡¿"
FAQ_077_AUTO,Micro,Taxes & Regulation,English,i want to know the tax rates for a normal business entity in tanzania,âŒ Groq Error: Request timed out.
